query_id,query,query_type,query_source,primary_category,gold_doc_id,gold_section_id,top1_doc_id,top1_section_id,rank_of_gold_section,rank_of_gold_doc,matched_section,matched_doc,latency_ms
430a123c-864c-402f-9775-f04fab13d8f1,How is the Euler characteristic related to central slope Kronecker moduli?,abstractive,text,math.AG,2410.07913v3,1,2410.07913v3,1,1,1,True,True,242.9
440d8a78-d9d2-4e28-8d98-4f5b57ffde61,How does Chopin improve computational efficiency in geospatial data analysis?,abstractive,text,cs.DC,2412.11355v2,0,2412.11355v2,0,1,1,True,True,373.8
443b0b43-9ac6-407a-babc-d4bde013f98c,What happens to insider demand when accounting for both private signals and price-impact internalization?,abstractive,text,q-fin.TR,2404.08757v2,5,2404.08757v2,6,2,1,True,True,380.8
450105a5-0a20-4194-b34e-73d52f9d53a4,Are bcc-structured clusters energetically favorable for some cluster sizes?,extractive,text,physics.atm-clus,2409.02293v3,12,2409.02293v3,12,1,1,True,True,463.3
452aa396-f0da-4237-9909-e492aa7a867e,Why are inverse problems considered ill-posed?,abstractive,text,stat.ML,2410.12036v2,1,2410.12036v2,1,1,1,True,True,392.5
4567be44-1156-4a3e-b8b0-aa5ece693db9,Is the success rate for third attempts higher in multi-ply than single-ply equipment?,extractive,text-table,econ.GN,2409.13333v2,3,2409.13333v2,3,1,1,True,True,361.1
464c1b9d-39f0-4591-9d77-91f93eaf455f,What is an example of a prompt that is appropriate for the Music Instruments Classification task?,abstractive,text,cs.SD,2501.00398v2,6,2501.00398v2,6,1,1,True,True,360.4
4671ec46-9402-417b-a56f-8473395e6c45,What are the vertices of the integration path for \( t > 0 \)?,extractive,text-image,math.DS,2411.11402v4,6,2411.11402v4,6,1,1,True,True,343.0
46c61a25-3dc5-4aa5-8b2b-66d96b949fe9,How do airway dimensions change throughout the respiratory tree?,abstractive,text-image,q-bio.QM,2408.07618v3,23,2408.07618v3,23,1,1,True,True,269.8
47143f78-816d-43fd-a84a-60de98d8d2ee,How does checking Syntactic Independence compare with manually proving Independence in terms of complexity?,abstractive,text,cs.PL,2405.10089v2,15,2405.10089v2,15,1,1,True,True,359.4
47814fcb-031b-48a6-99c3-fe60a2aa1ec6,What do the listed orthologs help identify within gene interaction networks?,abstractive,text,q-bio.GN,2405.05998v3,10,2405.05998v3,10,1,1,True,True,345.3
4850e9f2-69e1-4dfd-8406-4eea6d2b8e3b,What did Guth propose about the inflationary era's effect on the Universe's flatness?,abstractive,text,hep-ph,2408.13427v2,8,2408.13427v2,8,1,1,True,True,513.9
4a225574-06a5-48e1-85eb-ab911da819d5,What are the implications of the absence of massive activations in LC-PLM?,abstractive,text,q-bio.BM,2411.08909v3,35,2411.08909v3,35,1,1,True,True,404.9
4a6b402a-6ca8-414f-ba22-4e38d88797bc,How does air pollution affect under-5 child mortality in China?,abstractive,text,econ.GN,2411.10728v3,0,2411.10728v3,19,2,1,True,True,381.0
4a94ded1-1a50-485d-bec1-ac6d4a6069b4,In what areas of mathematics are Bruns-Lakser and ideal completions commonly used?,abstractive,text,math.GN,2405.19171v3,0,2405.19171v3,0,1,1,True,True,403.5
4c073f02-02e2-480f-9522-7a36ce860a0f,What metrics were used to evaluate the performance of different sensor control methods?,abstractive,text,cs.SY,2401.14085v2,19,2401.14085v2,19,1,1,True,True,370.8
4c1167ec-4f88-4e1c-a802-ce7ebf0e5f2a,How does Batch-DiffTune enhance robustness compared to DiffTune?,abstractive,text,cs.RO,2412.12448v2,6,2412.12448v2,6,1,1,True,True,241.3
4c15ed0b-8d0b-45a9-b0fd-7a20edf4c251,Why is self-interference cancellation important in radar parameter estimation for doubly-dispersive channels?,abstractive,text-image,eess.SP,2405.16945v4,16,2405.16945v4,3,5,1,True,True,369.7
4cbf5ef6-0b2f-40e2-bb78-e0db4a90c1fb,What are the main types of collision laws used in modeling impacts between rigid bodies?,abstractive,text,physics.class-ph,2410.08147v8,1,2410.08147v8,1,1,1,True,True,371.4
4cdb1912-04f5-4dc2-b4e3-daad6e7211cf,Does changing window channel sizes affect average voltages across the domain?,extractive,text-image,cond-mat.soft,2412.20570v1,12,2412.20570v1,12,1,1,True,True,392.6
4dac7203-72f4-4764-a45a-3233c3796a0c,Does the total size of state-preserving and state-resetting populations differ when measured?,extractive,text,q-bio.PE,2410.01862v2,16,2410.01862v2,16,1,1,True,True,370.9
4dd814ee-bb3f-4a6f-9438-ab424614c1a6,Can two states be distinguished through a vortex despite a crossover in bulk observables?,extractive,text,hep-th,2411.03676v2,13,2411.03676v2,13,1,1,True,True,378.2
4e47671d-6590-4432-a64e-aa4d736e4629,What challenges exist in making participatory exercises genuinely democratic rather than mere market research?,abstractive,text-image,cs.AI,2407.11613v2,10,2407.11613v2,11,2,1,True,True,370.4
4e653cfc-0e18-43f8-b0f5-4e614c87d63d,Does Type-II SGS require antiparallel magnetization for operation?,extractive,text-image,cond-mat.mtrl-sci,2411.07216v2,3,2411.07216v2,3,1,1,True,True,349.4
4e72e669-2955-45b3-88a2-c01fafa9f6bf,What happens if an agent lies about their costs in PFL?,abstractive,text,cs.GT,2405.13879v3,5,2405.13879v3,5,1,1,True,True,510.0
4fb38a84-403d-49a5-b905-6bd59e81a018,What potential future research directions exist for extending the use of MGFs in moment computation?,abstractive,text,econ.EM,2410.23587v3,8,2410.23587v3,8,1,1,True,True,385.5
509fb86a-d580-4bbc-9cd4-87882fdf7314,How does topological analysis help understand payment system networks?,abstractive,text,econ.GN,2409.13674v3,1,2409.13674v3,1,1,1,True,True,362.8
50cf540c-1b26-4739-b115-9bd0e6b538ee,Why are prime numbers important when discussing hypotheses like RH?,abstractive,text,math.GM,2412.11130v5,0,2411.08777v2,29,5,5,True,True,239.6
51ca04bc-2c6e-439d-a36d-ffbd993e684e,Is it acceptable for conditions to be generic or arbitrary restrictions?,extractive,text,cs.IR,2410.23841v2,16,2410.23841v2,16,1,1,True,True,245.7
5262064e-9316-4193-8d1e-9c085af85542,Is nonlinear self-diffusion associated with passive immune system collision operators on an intermediate time scale?,extractive,text,math.DS,2410.17420v2,5,2410.17420v2,8,2,1,True,True,387.3
52694833-7001-4896-a030-e767eec3467b,What is the role of symmetric matrices in algebraic K-theory with involution?,abstractive,text-image,math.AT,2405.02054v2,11,2405.02054v2,12,,1,False,True,397.3
529ebc6e-7e98-4a36-a2fd-3eae73e3479d,Does the manager need to screen the worker when his capability type is publicly known?,extractive,text,econ.TH,2405.18521v2,5,2405.18521v2,5,1,1,True,True,245.9
53420856-5ccb-421e-a088-85a22be2cbc9,How does covariate adjustment impact the statistical power in simulation studies?,abstractive,text-table-image,stat.ME,2401.07294v4,10,2401.07294v4,14,2,1,True,True,357.1
54c33d52-670c-4d3c-a2b4-bf3499c32878,How is canopy height mapping achieved using satellite imagery?,abstractive,text-image,cs.CV,2406.04928v3,5,2406.04928v3,5,1,1,True,True,425.6
55dd77ba-c154-43db-a50d-c10e12d8c1a7,What is the complier average treatment effect (CATE) and its limitations?,abstractive,text,stat.ME,2405.07102v3,1,2404.14603v2,2,2,2,True,True,384.9
56115442-b4bf-4da9-9286-57a353a979fe,Is increased cell visibility at higher altitudes beneficial for UAV performance evaluation?,extractive,text,cs.IT,2411.09666v2,7,2411.09666v2,7,1,1,True,True,416.4
5632e246-99c7-4022-8937-419d803184cf,Does a linearly polarized laser field affect the vectorial contribution to polarizability?,extractive,text,cond-mat.quant-gas,2403.18677v2,2,2403.18677v2,2,1,1,True,True,409.9
5677b060-420e-4054-9c73-808170376c4b,Why might local vessel stiffness be less significant than other factors in affecting arterial pulsation post-surgery?,abstractive,text,physics.bio-ph,2409.02476v2,10,2409.02476v2,14,7,1,True,True,358.5
56e20912-bb01-4b4c-b664-f2eb5441758d,In what ways have deep neural networks improved sound separation tasks?,abstractive,text,eess.AS,2409.04843v2,1,2409.04843v2,1,1,1,True,True,552.9
57974a20-83f8-4a30-b935-ca111cc76f08,Are participants allowed unsupervised access to firearms during the training session?,extractive,text,cs.CR,2407.16205v5,39,2407.16205v5,39,1,1,True,True,384.8
580eafb2-ff6c-4ff2-9353-b5421ffff0eb,What insights did Hippocrates provide about the function of the brain related to consciousness?,abstractive,text,q-bio.NC,2409.09862v3,125,2409.09862v3,125,1,1,True,True,373.4
58b2b173-5678-468c-943c-f4c62ebae122,How is blood flow measured in vertebral arteries during cardiac cycles?,abstractive,text-image,physics.bio-ph,2409.02476v2,5,2409.02476v2,5,1,1,True,True,363.5
58b6b175-b71a-4a87-8725-90959a5ce528,What is one limitation of identifying superspreading events based on genetic sequence data?,abstractive,text,physics.soc-ph,2406.09983v2,6,2406.09983v2,6,1,1,True,True,384.0
593f362b-d24d-40e2-951c-5b5f23c02411,"Are annuities, non-health, more prevalent in Portugal than in Sweden?",extractive,text-image,q-fin.MF,2407.11761v3,2,2408.13702v3,11,2,2,True,True,381.2
5a618017-ac3a-4457-8371-bf075bb2dd60,What distribution characterizes the heat-heat correlator?,extractive,text,cond-mat.stat-mech,2410.23209v2,28,2410.23209v2,28,1,1,True,True,513.1
5c58cfdf-ebdd-4ad0-a298-c5c34c7ed586,How are trades validated in a constant function market maker (CFMM)?,abstractive,text,q-fin.MF,2409.11339v2,3,2409.11339v2,3,1,1,True,True,388.1
5cf7fc05-cd3d-4a78-9577-e94e87e66bb0,Which capacitor configuration has the lowest nonlinearity error in ppm?,extractive,text-table-image,physics.ins-det,2412.18252v2,4,2412.18252v2,4,1,1,True,True,383.2
5dccd210-faae-48b0-8052-b959455ccaf1,How does the performance of noise-based local learning compare with traditional algorithms like backpropagation?,abstractive,text,cs.ET,2412.12783v2,1,2412.12783v2,2,,1,False,True,376.7
5e094576-e1ce-4fdd-bc32-475752d408bb,How does the dual JPEG compatibility method verify image authenticity?,abstractive,text,cs.CR,2408.17106v2,18,2408.17106v2,1,3,1,True,True,242.0
5e40f401-398a-4565-8a1f-620ddb1a68f3,Why might concatenated parsimony fail in certain cases?,abstractive,text,q-bio.PE,2407.02634v3,0,2407.02634v3,1,2,1,True,True,372.8
5eb49f19-4f8a-4ac2-81fd-bce56422439f,How are neurons and glial cells represented in modeling frameworks for brain development?,abstractive,text-image,q-bio.MN,2411.09721v2,2,2411.09721v2,2,1,1,True,True,353.2
61b6ca84-4015-435c-b8de-b63b02778b1a,Does aligned RoPE achieve temporal alignment in sequences?,extractive,text,cs.CV,2412.15322v2,27,2412.15322v2,27,1,1,True,True,407.2
62a1844a-2bf0-455a-8219-10898cb64af1,Why is manual quantification of nigral hyperintensity not feasible for PD monitoring?,abstractive,text,eess.IV,2404.11929v3,3,2404.11929v3,3,1,1,True,True,361.8
62c64e6d-414f-4ffe-91fd-e95ce3f99350,What happens to the concentration of total original molecules in the voxel over time?,abstractive,text,physics.med-ph,2408.06427v2,12,2408.06427v2,12,1,1,True,True,388.5
62dbc03c-7b38-467e-a81d-3b6376704017,Is loop unrolling performed on large loops with high trip counts?,extractive,text,physics.flu-dyn,2411.16245v2,9,2411.16245v2,9,1,1,True,True,387.8
637fdb28-12fb-472d-8d35-ea68a4ab77f6,Why is accurate estimation of Above Ground Biomass important for global challenges?,abstractive,text,cs.CV,2406.04928v3,0,2406.04928v3,0,1,1,True,True,307.0
63f79c6a-1e48-4869-a67c-441dcb7a8eeb,What is the importance of measurement equivalence in health outcome evaluations?,abstractive,text,stat.AP,2408.13702v3,1,2408.13702v3,1,1,1,True,True,259.0
64113742-3825-4a83-a22c-d479c0781198,Does media coverage increase during AGM weeks compared to other weeks?,extractive,text-image,econ.GN,2411.06875v3,4,2411.06875v3,4,1,1,True,True,395.2
641ba2ae-db82-4968-9111-0d7c96fbfe7b,How does decoherence occur in a Bose-Einstein condensate when exposed to gravitons?,abstractive,text,hep-th,2410.05184v2,0,2410.05184v2,0,1,1,True,True,370.0
64bface6-f344-41b6-8818-b2d3d82ff7fe,What is empirical coordination in the context of quantum correlations?,abstractive,text,quant-ph,2412.17119v3,17,2412.17119v3,2,2,1,True,True,264.3
64c97696-db85-4a56-b080-88ebfb90ec5c,What issue does using natural number arithmetic cause when resolving jump targets during code compilation?,abstractive,text-table,cs.PL,2405.10089v2,197,2405.10089v2,197,1,1,True,True,380.8
6538fb0f-d563-46b6-8557-39da7cf0637f,What is the threshold difficulty value at which the task difficulty becomes constant?,extractive,text-image,econ.TH,2405.18521v2,9,2405.18521v2,8,2,1,True,True,420.2
65e9230d-523c-4ad1-b913-e53325d84347,How do empirical results compare MLP-based manipulators with ideal manipulators across different numbers of candidates?,abstractive,text-image,cs.AI,2401.16412v4,16,2401.16412v4,16,1,1,True,True,395.5
660775e4-433f-4742-a467-d07bbac59c64,Which application class is considered most critical for safety and protection in industrial networks?,extractive,text-table,cs.NI,2412.10243v3,7,2412.10243v3,1,4,1,True,True,522.8
6632d19a-48c8-4624-aabc-65b6f925c905,Is working several levels above primitives beneficial in understanding set theory?,extractive,text,math.LO,2407.02507v2,1,2407.02507v2,1,1,1,True,True,388.9
664d0770-1127-4fd4-9c86-afccdad64e1e,What is unambiguously efficient allocation?,abstractive,text,econ.TH,2401.11899v3,5,2401.11899v3,8,4,1,True,True,564.1
66afb1b9-ba37-4e47-94e3-bed796547448,Can CD45RO and CD27 markers identify subsets of T cells?,extractive,text,stat.ME,2412.11692v4,14,2412.11692v4,14,1,1,True,True,365.9
66f07bd1-e8b8-4c02-b006-24b018757487,Is the free group on two generators selfless?,extractive,text,math.OA,2412.06031v2,3,2412.06031v2,3,1,1,True,True,542.2
6714edb0-7c1b-4eaf-8304-de65932b1919,What factors influenced local awareness behavior during the Omicron BA.1 wave of COVID-19?,abstractive,text-image,physics.soc-ph,2406.09983v2,5,2406.09983v2,5,1,1,True,True,369.8
676f3e5b-df04-4358-83c5-af77ba49cf99,What is the optimization problem faced by a representative agent in the limiting game?,abstractive,text,math.OC,2403.01012v4,6,2403.01012v4,6,1,1,True,True,263.4
680ad66b-015f-4df6-889c-b0b36b07cc47,Did hiring counts decline or increase on the private platform since its user engagement rise in 2018?,extractive,text-image,econ.GN,2410.17011v3,4,2410.17011v3,4,1,1,True,True,411.2
68160aaa-7caa-4b88-b0a6-c7244e18a572,Is stacking more layers suggested as a better scaling strategy for training pLMs with a fixed parameter count?,extractive,text,q-bio.BM,2411.08909v3,12,2411.08909v3,12,1,1,True,True,367.0
68264023-9a8d-4daa-a1df-e6d4e8ff781e,What is the significance of one-sided identities and zeros in semigroups?,abstractive,text,math.GR,2410.23473v2,0,2410.23473v2,1,3,1,True,True,378.6
687d1a3e-e76f-4256-9792-05db56339c81,What type of problems do Ising machines solve?,abstractive,text-image,cs.LO,2412.10289v2,1,2412.10289v2,1,1,1,True,True,541.1
68ce5136-6721-4fa4-b981-e8382a4a4f5f,How is label inconsistency resolved in distributed information fusion?,abstractive,text,cs.SY,2401.14085v2,7,2401.14085v2,7,1,1,True,True,254.1
69858193-4ea7-4484-a269-0796f866b66d,"How is the Israel Gaza topic represented differently across text, image, and multimodal data?",abstractive,text,cs.SI,2410.08642v2,9,2410.08642v2,15,3,1,True,True,438.1
6a2e4cdb-f574-4a4c-abd1-3101b1bce934,Does changing the bulk refractive index affect resonance wavelength shifts?,extractive,text-table-image,q-bio.QM,2412.20245v4,7,2412.20245v4,7,1,1,True,True,390.4
6a7238e0-4d75-43bc-ace6-6927ec28de0e,Is a packet error rate of 10% typical in wireless data networks like LTE?,extractive,text,cs.NI,2410.24112v2,8,2410.24112v2,8,1,1,True,True,361.5
6af79595-412c-4768-bf68-66ebeef9bd14,How is second-order smoothness achieved in Tikhonov regularization?,abstractive,text,physics.geo-ph,2412.06611v2,9,2412.06611v2,9,1,1,True,True,372.8
6b0be0d3-3e85-409a-bb6d-51145f11d393,Are the DNN-based codecs optimized for synthesis speed?,extractive,text,eess.AS,2409.17635v2,10,2409.17635v2,10,1,1,True,True,383.1
6bf2347b-5585-4ef6-844c-209dded5eb10,Does the base configuration require unit commitment or limits on power plant ramp rates?,extractive,text-table,econ.GN,2411.13783v2,4,2411.13783v2,4,1,1,True,True,369.4
6cc96044-1cb0-4c3a-ab15-973da681d984,How does network heterogeneity impact neuronal synchronization?,abstractive,text,q-bio.NC,2407.18922v3,1,2407.18922v3,1,1,1,True,True,415.3
6d39c088-ca99-4ecb-b06f-4b27d6495827,How does a grid mismatch affect JPEG images during forgery detection?,abstractive,text-image,cs.CR,2408.17106v2,14,2408.17106v2,14,1,1,True,True,242.8
6df8e588-f3b3-429a-a826-65fa499e3546,Does the drivetrain-resistance coefficient affect the power calculation?,extractive,text,physics.class-ph,2403.03363v6,2,2403.03363v6,2,1,1,True,True,363.9
6e2c7363-89ae-4430-95fb-da8a4e9c04d7,What role does vapor pressure data play in understanding boiling points of materials like iron?,abstractive,text-image,physics.atm-clus,2409.02293v3,5,2412.02269v2,4,,3,False,True,351.2
6e98ceb3-be4f-4a17-856b-dae3b4b7076b,How does the DMVC-Tracker improve multi-agent trajectory planning for aerial tracking?,abstractive,text,cs.RO,2411.18086v2,0,2411.18086v2,1,2,1,True,True,389.5
6f49fba7-5a86-4713-81b0-58107d049879,Are experts distributed across different EP groups?,extractive,text-image,cs.DC,2408.04307v3,11,2408.04307v3,11,1,1,True,True,395.2
6fa62ffc-5723-4a30-9253-b5b5e16c9daa,Will future work explore decarbonization pathways under different climate scenarios?,extractive,text,econ.GN,2412.06360v4,23,2412.06360v4,23,1,1,True,True,246.2
700551de-c288-4553-88e7-4db17c38527f,Does neglecting changes in kinetic energy become more justifiable for longer ascents?,extractive,text,physics.class-ph,2403.03363v6,14,2403.03363v6,14,1,1,True,True,361.4
71353019-0220-4d91-8103-64ee177eeb33,Why is it necessary to develop explainable AI schemes for future networks like 6G?,abstractive,text,cs.AI,2407.07009v2,0,2407.07009v2,0,1,1,True,True,375.7
717233bc-d98e-452c-a4e5-e837f6f84c17,How does the Time Aware Shaper (TAS) ensure timely message delivery in networks?,abstractive,text-table-image,cs.NI,2412.10243v3,2,2412.10243v3,2,1,1,True,True,368.5
71915427-c291-4670-86cb-4c2fcc5b125c,What is the main challenge in delivering bioimage analysis services remotely with a distributed team?,abstractive,text,q-bio.OT,2409.15009v2,5,2409.15009v2,5,1,1,True,True,360.4
71a9995e-e538-4f81-8e08-9857b31f4190,What happens when the proportional odds assumption does not hold in a multinomial logistic model?,abstractive,text,stat.CO,2410.20606v3,4,2410.20606v3,4,1,1,True,True,355.7
71ab66d1-e029-4d7e-8cff-c166403cdf5c,How does the DeepONet architecture process input functions?,abstractive,text-image,cs.CE,2410.11712v2,5,2410.11712v2,5,1,1,True,True,243.9
71aed9e8-6f91-4f6f-b901-e9e886d36b81,Is there a difference in infection dynamics between zero diffusion and infinite diffusion conditions?,extractive,text-image,q-bio.QM,2408.07618v3,3,2408.07618v3,3,1,1,True,True,342.2
71c504f5-b3f0-4b3c-8de8-30e71b162690,What challenges arise when new high-value arrivals maintain dominance in a transaction queue?,abstractive,text-table-image,econ.GN,2410.09555v2,4,2410.09555v2,4,1,1,True,True,234.4
720ed8ec-7011-441a-ad47-ad9d20fefd58,"Is it true that for any element \( e \) in a rectangular band \( S \), \( S = (Se)(eS) \)?",extractive,text,math.GR,2410.23473v2,4,2410.23473v2,4,1,1,True,True,375.0
726b1836-c501-43f9-84d0-67a88f8d8f1b,Why is it significant that containers preserve least and greatest fixed points?,abstractive,text,cs.LO,2409.02603v3,0,2409.02603v3,0,1,1,True,True,233.6
728d85d2-f249-400d-bb70-d623b4c419e6,Why is it crucial to have a specific kernel when working with infinite-dimensional spaces in nonparametric approaches?,abstractive,text,cs.LG,2405.07312v3,6,2405.07312v3,6,1,1,True,True,512.9
73297183-6ed3-4464-96f1-c7330569813d,"Who are the developers of the ""Punch-Out!!"" VR game?",extractive,text-image,cs.GL,2407.02591v1,4,2407.02591v1,4,1,1,True,True,255.2
73b2f637-40f8-488a-80fc-f5563db69a8d,What is the purpose of action quality assessment in various fields?,abstractive,text,eess.SP,2402.09444v3,1,2402.09444v3,2,2,1,True,True,355.7
73fd61d9-76f7-45d4-b27c-1c2b1c439679,What concern might arise from conditioning market segmentation on additional buyer information like income?,abstractive,text,econ.TH,2406.14174v3,12,2406.14174v3,12,1,1,True,True,364.6
74569569-a949-4bfd-9ff4-b96c7d73b1b0,What role do symmetric powers play in determining the properties of commutative Hopf algebras?,abstractive,text,math.RA,2412.19038v2,0,2412.19038v2,0,1,1,True,True,393.5
7497c558-2ab4-49f1-8d08-ea7f19be6437,What steps are involved in using LLMs to model consumer engagement with stories?,abstractive,text-image,cs.CL,2412.15239v2,3,2412.15239v2,3,1,1,True,True,360.6
74c3d526-6941-4aea-b577-6ab76d6932e2,How does foreground contamination affect H1 intensity mapping surveys?,abstractive,text,astro-ph.IM,2412.02582v2,0,2412.02582v2,0,1,1,True,True,418.8
7528c506-2e78-43dd-b041-f58c73c6c420,Which dataset involves nanoparticles from an aerosolized solution of calcium chloride and sodium chloride?,extractive,text-image,physics.optics,2409.07413v5,4,2409.07413v5,4,1,1,True,True,372.5
75314235-5943-4a14-8a89-ce52cae14bd3,Does a larger bandgap energy ($E_g \gg k_B T_h$) result in higher efficiency at maximum power?,extractive,text-image,physics.app-ph,2402.07527v3,4,2402.07527v3,4,1,1,True,True,395.9
75bb21a7-1f35-40d1-891f-8004e21eb83d,How is spontaneous symmetry breaking characterized for discrete symmetries?,abstractive,text,hep-th,2411.03676v2,5,2411.03676v2,5,1,1,True,True,382.3
75dfb440-63b2-4a2d-80cb-444ca478dde3,What is the number of contigs per sample for host environments?,extractive,text-image,q-bio.GN,2405.05998v3,2,2405.05998v3,3,2,1,True,True,523.5
7698f8e4-a592-4d63-8f5f-69a21147090f,Does supermodularity alone guarantee comonotonicity in segmentations?,extractive,text,econ.TH,2406.14174v3,10,2406.14174v3,10,1,1,True,True,521.5
773236f4-d50c-4299-9ba7-fcad69905c46,How are admissible fluxes determined in exponential growth models?,abstractive,text-image,q-bio.PE,2410.01862v2,14,2410.01862v2,6,2,1,True,True,360.7
776aa52d-4316-42cd-a536-287b41eda197,Is azimuth AOA estimation affected by errors in array location and map unavailability?,extractive,text,eess.SP,2408.06274v3,22,2408.06274v3,22,1,1,True,True,350.3
77d639f4-ce89-406a-b2a9-331b9c4fe29c,Can superparamagnetism result in two-level switching with nanosecond dwell times?,extractive,text,cs.ET,2412.12783v2,6,2412.12783v2,11,2,1,True,True,373.6
785c702a-8f87-4ed6-bd3e-85824c8f28d4,Why was Fortran chosen as the main programming language for MARFA despite Python's popularity?,abstractive,text,astro-ph.EP,2411.03418v4,10,2411.03418v4,10,1,1,True,True,538.3
79b9a8bf-5a37-4674-b6f9-5438ae7b9e30,What advancements does the cluster LP offer for solving correlation clustering problems?,abstractive,text,cs.DS,2404.17509v2,1,2404.17509v2,0,2,1,True,True,423.8
7a9bb945-b30b-4f6f-924a-9d17b00d8fd0,How do higher order free cumulants relate to higher order asymptotic moments?,abstractive,text,math-ph,2410.00908v2,8,2410.00908v2,8,1,1,True,True,381.9
7b3343a0-8ec0-4d68-a3a6-81de181ed836,Why might TM-score be preferred over RMSD for evaluating RNA structures?,abstractive,text-image,q-bio.BM,2406.13839v2,17,2406.13839v2,8,,1,False,True,365.8
7c70ff6e-64dc-4c2c-991b-691c77983af5,Is an eGFR less than 45 ml/min/1.73 m² considered impaired kidney function?,extractive,text,physics.med-ph,2408.06427v2,9,2408.06427v2,9,1,1,True,True,371.7
7d5ce40e-ecc8-47d2-82eb-f460d578c928,Why should caution be exercised when interpreting docking scores?,abstractive,text,cs.LG,2408.06050v2,15,2408.06050v2,15,1,1,True,True,360.9
7d7befe2-9e09-43e0-a5fd-002e9994732b,How do different amplifier structures compare in terms of precision and application suitability?,abstractive,text,physics.ins-det,2412.18252v2,2,2412.18252v2,2,1,1,True,True,364.3
7ddb6e39-986a-41f3-84a4-1b3376ff253f,In what way do transformers outperform traditional methods like two-stage least squares under endogeneity conditions?,abstractive,text,stat.ML,2410.01265v2,0,2410.01265v2,0,1,1,True,True,385.4
7defe1ca-4daa-4b2e-84e5-683ab5dc8472,What is the significance of incorporating a Maxwell term in lattice Chern-Simons theory?,abstractive,text,hep-th,2410.11034v2,0,2410.11034v2,2,3,1,True,True,392.0
7e99edfd-1b9f-4cad-a3ba-c5dfd1284278,Is uniform DIF different from nonuniform DIF?,extractive,text,stat.AP,2408.13702v3,2,2408.13702v3,2,1,1,True,True,243.4
7ea5ebbf-5cee-4975-bfae-ccaebb338979,Does a higher loss aversion parameter \( \kappa \) decrease stock investments?,extractive,text-image,q-fin.MF,2406.20063v3,9,2406.20063v3,9,1,1,True,True,235.9
7f25612d-9419-4e0a-a89a-9a5a6638e2a6,Is \(\bar{y}^{\prime}\) considered an unbiased estimator?,extractive,text,cs.CL,2411.00816v2,32,2411.00816v2,32,1,1,True,True,430.0
7f2c5d19-0beb-4336-a1d9-9c3a05df693c,How does the contact Hofer norm relate to non-orderability in contact geometry?,abstractive,text,math.SG,2411.19887v2,2,2411.19887v2,2,1,1,True,True,249.3
7f9639d0-41d6-4d5c-b31c-d58cb2863ec6,How can one construct different complex surfaces with similar normalizations but distinct geometries?,abstractive,text,math.AG,2407.14265v2,0,2407.14265v2,2,2,1,True,True,385.5
8048fc49-21e7-48d2-ba26-8385f2ed3d45,How does incorporating video-based kinematic features aid in detecting hypokinetic dysarthria?,abstractive,text,cs.AI,2412.16874v3,1,2412.16874v3,1,1,1,True,True,415.0
8067356a-2747-4018-ba55-46c8e6405ae7,Is the Surreal Delta function differentiable in terms of surreal-valued functions?,extractive,text,math.GM,2411.00296v4,2,2411.00296v4,2,1,1,True,True,376.9
809bb608-31f9-4fbe-b101-9546075e9efb,Is there a suggestion to investigate settings with multiple informed traders?,extractive,text,q-fin.MF,2412.17712v2,39,2412.17712v2,39,1,1,True,True,398.1
80e9d110-82af-41e5-8ad4-f084910c506e,Are there any interband contributions in the hopping terms for WTe2?,extractive,text,quant-ph,2409.12237v2,17,2409.12237v2,17,1,1,True,True,386.5
80ead0f7-4701-4f13-ab90-1fe803f99751,How does the proposed NTC-MPC method improve safety in unknown environments?,abstractive,text-image,cs.RO,2410.20267v2,14,2410.20267v2,0,3,1,True,True,380.4
81728c8f-e1de-4956-8ba2-a60fcc557351,How did the standardized yearly mortality rate change from 2010 to 2023?,extractive,text-table-image,stat.AP,2412.08927v2,4,2412.08927v2,16,2,1,True,True,343.1
8224e561-7ff0-4844-962d-b60d68e27f4c,How does the fidelity of VQE compare to DMRG across different materials studied?,abstractive,text-table,quant-ph,2409.12237v2,8,2409.12237v2,13,2,1,True,True,381.4
82b2733d-d373-4708-8a5b-66afd372c320,Does the inclination error return to near zero after one revolution?,extractive,text-image,nlin.CD,2409.14246v2,15,2409.14246v2,15,1,1,True,True,398.6
835c5963-7784-484c-9ed9-796adc84fcdd,How do connected graphs benefit from uniform application of additional forces during optimization?,abstractive,text-image,cs.CG,2412.20317v3,32,2412.20317v3,32,1,1,True,True,407.2
83f7512a-2555-4091-870f-a228827ef05b,Does the wireframe consist of interconnected straight segments?,extractive,text-image,physics.plasm-ph,2412.00267v2,2,2412.00267v2,2,1,1,True,True,359.0
8431252b-a908-42eb-ae19-75e1c1d68245,How might a manipulative instructor create continued dependence among students after training?,abstractive,text,cs.CR,2407.16205v5,33,2407.16205v5,33,1,1,True,True,400.2
8431b20d-2e55-4b20-9fb5-c8908f048a5b,How does upgrading network cables impact industrial network performance?,abstractive,text-image,cs.NI,2412.10243v3,9,2412.10243v3,9,1,1,True,True,360.3
84d866ce-cb19-448a-aa00-70af1ad80917,Is the angle between isolated patterns smaller than that between non-isolated patterns?,extractive,text,q-bio.MN,2412.11336v3,21,2412.11336v3,28,2,1,True,True,381.3
